
Param size = 182.449 MB
Start training !
========> pt_260:  8.32123152911663
========> pt_261:  6.5183354169130325
========> pt_262:  6.1302559822797775
========> pt_263:  7.834882885217667
========> pt_264:  7.2340623289346695
========> pt_265:  7.136813774704933
========> pt_266:  6.417899206280708
========> pt_267:  7.802264168858528
========> pt_268:  6.296811029314995
========> pt_269:  7.08476610481739
========> pt_270:  7.939238995313644
========> pt_271:  6.641172841191292
========> pt_272:  5.016963332891464
========> pt_273:  7.8077382594347
========> pt_274:  6.205560714006424
========> pt_275:  4.626473858952522
========> pt_276:  7.139754742383957
========> pt_277:  7.440559044480324
========> pt_278:  7.134776636958122
========> pt_279:  6.0520874708890915
========> pt_280:  5.733063668012619
========> pt_281:  7.201313748955727
========> pt_282:  7.711714282631874
========> pt_283:  8.482666090130806
========> pt_284:  5.505645349621773
========> pt_285:  7.077500522136688
========> pt_286:  7.5596486777067184
========> pt_287:  6.828566566109657
========> pt_288:  7.254590690135956
========> pt_289:  6.448560580611229
========> pt_290:  5.7199860364198685
========> pt_291:  7.86530539393425
========> pt_292:  6.150126159191132
========> pt_293:  7.458347752690315
========> pt_294:  7.252728268504143
========> pt_295:  5.616661012172699
========> pt_296:  7.010786086320877
========> pt_297:  6.475735455751419
========> pt_298:  6.126631796360016
========> pt_299:  7.044945955276489
========> pt_300:  6.613881140947342
========> pt_301:  5.174533277750015
========> pt_302:  7.357599139213562
========> pt_303:  6.461018621921539
========> pt_304:  7.563543021678925
========> pt_305:  5.4669929295778275
========> pt_306:  7.373772636055946
========> pt_307:  7.487045526504517
========> pt_308:  6.5602365136146545
========> pt_309:  6.578455492854118
========> pt_310:  5.630476623773575
========> pt_311:  7.436727285385132
========> pt_312:  7.378493100404739
========> pt_313:  7.202698439359665
========> pt_314:  7.961423248052597
========> pt_315:  7.210450619459152
========> pt_316:  6.568270325660706
========> pt_317:  5.745084658265114
========> pt_318:  8.010967522859573
========> pt_319:  7.13749386370182
========> pt_320:  7.083119601011276
========> pt_321:  5.221308171749115
========> pt_322:  7.41669125854969
========> pt_323:  8.67521420121193
========> pt_324:  7.659117430448532
========> pt_325:  6.087615862488747
========> pt_326:  7.780757918953896
========> pt_327:  6.95964902639389
========> pt_328:  7.613066956400871
========> pt_329:  6.406153067946434
========> pt_330:  9.889383763074875
========> pt_331:  6.14916704595089
========> pt_332:  6.949359551072121
========> pt_333:  7.009556815028191
========> pt_334:  6.7320335656404495
========> pt_335:  6.5872617065906525
========> pt_336:  6.081725582480431
========> pt_337:  8.11173751950264
========> pt_338:  7.444923296570778
========> pt_339:  7.39590160548687
========> pt_340:  4.987840503454208
===============================================> mean Dose score: 6.829177895188332
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.095545697734,     best is           0.095545697734
            Average val evaluation index is   -6.829177895188,     best is           -6.829177895188
    Train use time   1532.56436
    Train loader use time     71.36642
    Val use time     43.81953
    Total use time   1581.07453
    End lr is 0.000298153867, 0.000298153867
    time: 19:30:56
Epoch: 8, iter: 3999
    Begin lr is 0.000298153867, 0.000298153867
========> pt_241:  4.94734026491642
========> pt_242:  6.449223458766937
========> pt_243:  5.568526983261108
========> pt_244:  6.626331880688667
========> pt_245:  5.938709229230881
========> pt_246:  5.516941398382187
========> pt_247:  6.75610788166523
========> pt_248:  5.363457724452019
========> pt_249:  5.083446726202965
========> pt_250:  6.301286369562149
========> pt_251:  5.107201859354973
========> pt_252:  4.896654859185219
========> pt_253:  4.873975142836571
========> pt_254:  4.88115519285202
========> pt_255:  4.758932664990425
========> pt_256:  6.447005346417427
========> pt_257:  5.255495682358742
========> pt_258:  5.3861332684755325
========> pt_259:  5.302359238266945
========> pt_260:  7.905559465289116
========> pt_261:  5.062879770994186
========> pt_262:  5.3646014630794525
========> pt_263:  6.7759008705616
========> pt_264:  6.307715401053429
========> pt_265:  6.405505836009979
========> pt_266:  5.838397666811943
========> pt_267:  6.991294547915459
========> pt_268:  5.103591233491898
========> pt_269:  6.317101567983627
========> pt_270:  6.53403639793396
========> pt_271:  5.917897149920464
========> pt_272:  4.375965371727943
========> pt_273:  6.929038763046265
========> pt_274:  5.429375246167183
========> pt_275:  4.3648383021354675
========> pt_276:  6.048690676689148
========> pt_277:  6.494967266917229
========> pt_278:  5.818458124995232
========> pt_279:  4.476217478513718
========> pt_280:  4.392534717917442
========> pt_281:  6.403985023498535
========> pt_282:  6.836715638637543
========> pt_283:  7.925199642777443
========> pt_284:  4.745980203151703
========> pt_285:  5.714016482234001
========> pt_286:  6.897323355078697
========> pt_287:  5.648851543664932
========> pt_288:  6.3520364463329315
========> pt_289:  5.150917395949364
========> pt_290:  4.550875499844551
========> pt_291:  6.712389215826988
========> pt_292:  4.8998112231493
========> pt_293:  6.628587543964386
========> pt_294:  6.354148164391518
========> pt_295:  4.24876943230629
========> pt_296:  6.096847653388977
========> pt_297:  5.367311909794807
========> pt_298:  5.052859932184219
========> pt_299:  6.195501759648323
========> pt_300:  5.314255580306053
========> pt_301:  4.312463887035847
========> pt_302:  6.316712498664856
========> pt_303:  5.844822004437447
========> pt_304:  6.658759713172913
========> pt_305:  4.760580733418465
========> pt_306:  6.523808464407921
========> pt_307:  6.753664463758469
========> pt_308:  5.646422728896141
========> pt_309:  5.88347963988781
========> pt_310:  4.3663812801241875
========> pt_311:  6.2580506503582
========> pt_312:  6.572167798876762
========> pt_313:  6.340998560190201
========> pt_314:  7.2306227684021
========> pt_315:  6.592811420559883
========> pt_316:  5.387028232216835
========> pt_317:  4.731890261173248
========> pt_318:  6.052017062902451
========> pt_319:  6.282512992620468
========> pt_320:  6.0690005123615265
========> pt_321:  4.244084171950817
========> pt_322:  6.726344600319862
========> pt_323:  8.086525723338127
========> pt_324:  6.719766929745674
========> pt_325:  5.426880717277527
========> pt_326:  6.977810636162758
========> pt_327:  6.124343276023865
========> pt_328:  6.6038331389427185
========> pt_329:  6.519388407468796
========> pt_330:  9.104044735431671
========> pt_331:  5.336102396249771
========> pt_332:  6.415978893637657
========> pt_333:  6.028121113777161
========> pt_334:  5.762684568762779
========> pt_335:  5.761998742818832
========> pt_336:  4.976934567093849
========> pt_337:  7.036177814006805
========> pt_338:  6.55946359038353
========> pt_339:  6.472747027873993
========> pt_340:  3.901943601667881
===============================================> mean Dose score: 5.887806064635515
        ==> Saving best_train_loss model successfully !
        ==> Saving best_val_evaluation_index model successfully !
        ==> Saving latest model successfully !
            Average train loss is             0.089873456582,     best is           0.089873456582
            Average val evaluation index is   -5.887806064636,     best is           -5.887806064636
    Train use time   1532.51319
    Train loader use time     72.52448
    Val use time     43.73059
    Total use time   1580.84938
    End lr is 0.000297664764, 0.000297664764
    time: 19:57:17
Epoch: 9, iter: 4499
    Begin lr is 0.000297664764, 0.000297664764
========> pt_241:  4.775058701634407
========> pt_242:  6.118523925542831
========> pt_243:  5.229765996336937
========> pt_244:  6.167952939867973
========> pt_245:  5.643819719552994
========> pt_246:  5.326729789376259
========> pt_247:  6.280363202095032
========> pt_248:  5.114067420363426
========> pt_249:  4.624000191688538
========> pt_250:  6.003720834851265
========> pt_251:  5.244488567113876
========> pt_252:  4.7157251089811325
========> pt_253:  5.417131558060646
========> pt_254:  4.2610230296850204
========> pt_255:  4.471402615308762
========> pt_256:  6.044689416885376
========> pt_257:  5.177895650267601
========> pt_258:  5.04698321223259
========> pt_259:  5.002940148115158
========> pt_260:  8.13213862478733
========> pt_261:  4.99856024980545
========> pt_262:  5.189442038536072
========> pt_263:  6.195875182747841
========> pt_264:  5.724845752120018
========> pt_265:  5.82601472735405
========> pt_266:  5.484872907400131
========> pt_267:  6.570689752697945
========> pt_268:  4.842521548271179
========> pt_269:  5.834081396460533
========> pt_270:  6.511009857058525
========> pt_271:  5.641902536153793
========> pt_272:  4.290084056556225
========> pt_273:  6.560564562678337
========> pt_274:  5.0420379638671875
========> pt_275:  3.781074211001396
========> pt_276:  5.567237213253975
========> pt_277:  5.9556759893894196
========> pt_278:  5.373614728450775
========> pt_279:  4.8490069061517715
========> pt_280:  4.049935452640057
========> pt_281:  5.91951496899128
========> pt_282:  6.355608478188515
========> pt_283:  7.259050905704498
========> pt_284:  4.354852885007858
========> pt_285:  5.312175676226616
========> pt_286:  6.35223776102066
========> pt_287:  5.325268432497978
========> pt_288:  5.803861245512962
========> pt_289:  4.58701878786087
========> pt_290:  4.517596513032913
========> pt_291:  6.420047953724861
========> pt_292:  4.946406185626984
========> pt_293:  6.126535311341286
========> pt_294:  5.853012800216675
========> pt_295:  4.4662075489759445
========> pt_296:  5.578632354736328
========> pt_297:  5.126244351267815
========> pt_298:  4.864620268344879
========> pt_299:  5.77326662838459
========> pt_300:  5.315624102950096
========> pt_301:  4.22042578458786
========> pt_302:  5.824280604720116
========> pt_303:  5.297546982765198
